4.547	32.282	7.775	58.915	13.333	-0.202
4.870	34.948	8.365	63.074	13.331	5.188
5.220	37.763	8.996	67.303	13.383	11.271
5.598	40.720	9.670	71.523	13.496	18.142
6.006	43.803	10.386	75.629	13.677	25.899
6.444	46.989	11.143	79.481	13.937	34.640
6.914	50.242	11.939	82.903	14.283	44.458
7.417	53.511	12.768	85.671	14.728	55.431
7.953	56.730	13.626	87.509	15.283	67.610
8.521	59.811	14.502	88.088	15.960	81.007
9.119	62.642	15.384	87.020	16.771	95.569
9.747	65.082	16.255	83.866	17.728	111.154
10.398	66.962	17.094	78.149	18.840	127.505
11.068	68.082	17.877	69.380	20.117	144.219
11.750	68.212	18.571	57.096	21.560	160.712
12.433	67.099	19.143	40.921	23.169	176.208
13.104	64.479	19.552	20.642	24.933	189.730
13.750	60.091	19.759	-3.698	26.832	200.126
14.351	53.706	19.722	-31.708	28.835	206.138
14.889	45.156	19.404	-62.561	30.899	206.512
15.341	34.373	18.778	-94.958	32.966	200.163
15.685	21.427	17.828	-127.142	34.969	186.372
15.899	6.555	16.555	-157.026	36.835	164.986
15.965	-9.819	14.983	-182.401	38.487	136.574
15.867	-27.095	13.157	-201.236	39.854	102.486
15.595	-44.526	11.143	-212.005	40.880	64.767
15.150	-61.291	9.021	-213.965	41.528	25.921
14.536	-76.573	6.879	-207.295	41.787	-11.439
13.770	-89.659	4.804	-193.075	41.673	-44.979
12.872	-100.011	2.871	-173.076	41.223	-72.968
11.871	-107.325	1.139	-149.435	40.492	-94.461
10.797	-111.540	-0.357	-124.310	39.547	-109.314
9.680	-112.818	-1.601	-99.581	38.452	-118.042
8.551	-111.493	-2.598	-76.676	37.271	-121.607
7.435	-108.008	-3.366	-56.512	36.053	-121.167
6.354	-102.853	-3.931	-39.532	34.841	-117.888
5.324	-96.515	-4.327	-25.811	33.661	-112.801
4.358	-89.437	-4.586	-15.163	32.531	-106.735
3.463	-82.002	-4.737	-7.254	31.463	-100.306
2.642	-74.520	-4.810	-1.687	30.459	-93.932
1.896	-67.229	-4.827	1.947	29.519	-87.869
1.223	-60.305	-4.807	4.026	28.639	-82.251
0.619	-53.865	-4.767	4.881	27.816	-77.128
0.080	-47.985	-4.718	4.795	27.044	-72.495
-0.400	-42.702	-4.670	3.997	26.318	-68.313
-0.827	-38.027	-4.630	2.673	25.634	-64.526
-1.208	-33.953	-4.603	0.965	24.988	-61.074
-1.548	-30.458	-4.594	-1.015	24.377	-57.894
-1.853	-27.510	-4.604	-3.183	23.797	-54.929
-2.128	-25.075	-4.636	-5.479	23.248	-52.127
-2.379	-23.114	-4.691	-7.858	22.726	-49.442
-2.611	-21.587	-4.769	-10.292	22.231	-46.831
-2.827	-20.456	-4.872	-12.761	21.762	-44.259
-3.031	-19.686	-5.000	-15.253	21.319	-41.693
-3.229	-19.242	-5.153	-17.764	20.902	-39.102
-3.421	-19.094	-5.331	-20.293	20.510	-36.457
-3.612	-19.214	-5.534	-22.840	20.145	-33.732
-3.805	-19.577	-5.762	-25.406	19.808	-30.897
-4.001	-20.161	-6.017	-27.995	19.498	-27.926
-4.202	-20.945	-6.297	-30.605	19.219	-24.788
-4.412	-21.912	-6.603	-33.234	18.971	-21.455
-4.631	-23.045	-6.936	-35.877	18.756	-17.893
-4.862	-24.330	-7.295	-38.521	18.577	-14.069
-5.106	-25.750	-7.681	-41.149	18.436	-9.948
-5.363	-27.292	-8.093	-43.737	18.336	-5.494
-5.637	-28.938	-8.530	-46.249	18.281	-0.669
-5.926	-30.671	-8.993	-48.641	18.275	4.564
-6.233	-32.469	-9.480	-50.855	18.320	10.238
-6.558	-34.310	-9.989	-52.820	18.423	16.384
-6.902	-36.163	-10.518	-54.448	18.587	23.027
-7.264	-37.993	-11.063	-55.636	18.817	30.178
-7.644	-39.759	-11.620	-56.262	19.120	37.837
-8.042	-41.411	-12.183	-56.188	19.498	45.981
-8.457	-42.890	-12.746	-55.257	19.959	54.560
-8.886	-44.128	-13.299	-53.304	20.505	63.491
-9.328	-45.047	-13.832	-50.153	21.140	72.647
-9.778	-45.558	-14.334	-45.633	21.867	81.854
-10.235	-45.565	-14.791	-39.587	22.687	90.881
-10.691	-44.967	-15.187	-31.889	23.597	99.438
-11.141	-43.658	-15.507	-22.462	24.592	107.176
-11.578	-41.536	-15.731	-11.306	25.665	113.695
-11.994	-38.510	-15.845	1.486	26.803	118.558
-12.379	-34.506	-15.830	15.700	27.990	121.317
-12.724	-29.481	-15.673	30.992	29.204	121.546
-13.020	-23.427	-15.362	46.878	30.421	118.888
-13.254	-16.390	-14.893	62.749	31.611	113.098
-13.418	-8.468	-14.265	77.904	32.743	104.094
-13.503	0.178	-13.485	91.596	33.785	91.995
-13.501	9.329	-12.568	103.102	34.706	77.136
-13.408	18.716	-11.536	111.796	35.478	60.066
-13.220	28.033	-10.417	117.225	36.079	41.507
-12.940	36.961	-9.244	119.161	36.495	22.292
-12.570	45.189	-8.051	117.630	36.718	3.284
-12.117	52.441	-6.873	112.907	36.751	-14.714
-11.592	58.493	-5.743	105.476	36.603	-31.031
-11.007	63.196	-4.687	95.964	36.293	-45.187
-10.374	66.476	-3.727	85.065	35.840	-56.911
-9.709	68.337	-2.875	73.465	35.271	-66.139
-9.025	68.850	-2.140	61.782	34.609	-72.978
-8.336	68.143	-1.521	50.519	33.878	-77.659
-7.654	66.379	-1.016	40.054	33.101	-80.495
-6.989	63.744	-0.615	30.633	32.295	-81.823
-6.351	60.429	-0.308	22.384	31.476	-81.979
-5.746	56.621	-0.084	15.342	30.655	-81.264
-5.179	52.489	0.069	9.470	29.842	-79.938
-4.654	48.183	0.164	4.684	29.042	-78.209
-4.172	43.828	0.211	0.868	28.259	-76.238
-3.733	39.528	0.220	-2.103	27.496	-74.142
-3.337	35.361	0.199	-4.359	26.753	-72.006
-2.983	31.385	0.155	-6.024	26.033	-69.883
-2.669	27.640	0.095	-7.213	25.333	-67.808
-2.392	24.151	0.023	-8.027	24.654	-65.799
-2.151	20.930	-0.058	-8.554	23.996	-63.865
-1.941	17.979	-0.143	-8.871	23.356	-62.006
-1.761	15.291	-0.232	-9.039	22.736	-60.220
-1.608	12.856	-0.323	-9.113	22.133	-58.502
-1.479	10.657	-0.414	-9.133	21.547	-56.847
-1.373	8.676	-0.505	-9.134	20.978	-55.249
-1.286	6.893	-0.597	-9.144	20.425	-53.700
-1.217	5.288	-0.688	-9.184	19.888	-52.196
-1.164	3.839	-0.780	-9.271	19.365	-50.733
-1.126	2.527	-0.873	-9.418	18.857	-49.304
-1.100	1.331	-0.967	-9.636	18.364	-47.906
-1.087	0.233	-1.064	-9.932	17.884	-46.535
-1.085	-0.784	-1.163	-10.314	17.419	-45.188
-1.092	-1.738	-1.266	-10.788	16.966	-43.860
-1.110	-2.644	-1.374	-11.359	16.527	-42.547
-1.136	-3.516	-1.488	-12.033	16.101	-41.246
-1.172	-4.369	-1.608	-12.815	15.688	-39.951
-1.215	-5.214	-1.737	-13.712	15.288	-38.659
-1.267	-6.065	-1.874	-14.728	14.902	-37.362
