1	0.567
2	0.612
3	0.677
4	0.824
5	0.617
6	0.458
7	0.348
8	0.542
9	0.469
10	0.596
11	0.904
12	0.595
13	0.659
14	0.762
15	0.562
16	0.818
17	0.833
18	0.399
19	0.878
20	0.472
21	0.547
22	0.527
23	0.868
24	0.585
25	0.902
26	0.661
27	0.298
28	0.515
29	0.472
30	0.792
31	0.849
32	0.341
33	0.762
34	0.322
35	0.910
36	0.299
37	0.307
38	0.661
39	0.764
40	0.531
41	0.333
42	0.907
43	0.419
44	0.432
45	0.660
46	0.910
47	0.818
48	0.661
49	0.837
50	0.658
51	0.302
52	0.316
53	0.867
54	0.893
55	0.306
56	0.488
57	0.885
58	0.870
59	0.902
60	0.764
61	0.825
62	0.374
63	0.313
64	0.298
65	0.474
66	0.456
67	0.907
68	0.910
69	0.300
70	0.299
71	0.870
72	0.910
73	0.537
74	0.893
75	0.763
76	0.867
77	0.904
78	0.885
79	0.897
80	0.910
81	0.506
82	0.370
83	0.543
84	0.336
85	0.307
86	0.905
87	0.831
88	0.622
89	0.861
90	0.521
91	0.318
92	0.636
93	0.809
94	0.816
95	0.886
96	0.383
97	0.873
98	0.302
99	0.410
100	0.403
