0	0
0.001001	0
0.002002	3.32547e-07
0.003003	9.96637e-07
0.004004	1.99127e-06
0.00500501	3.31544e-06
0.00600601	4.96814e-06
0.00700701	6.94838e-06
0.00800801	9.25514e-06
0.00900901	1.18874e-05
0.01001	1.48442e-05
0.011011	1.81246e-05
0.012012	2.17274e-05
0.013013	2.56518e-05
0.014014	2.98967e-05
0.015015	3.4461e-05
0.016016	3.93439e-05
0.017017	4.45443e-05
0.018018	5.00612e-05
0.019019	5.58936e-05
0.02002	6.20405e-05
0.021021	6.85008e-05
0.022022	7.52737e-05
0.023023	8.2358e-05
0.024024	8.97528e-05
0.025025	9.74571e-05
0.026026	0.00010547
0.027027	0.00011379
0.028028	0.000122417
0.029029	0.000131349
0.03003	0.000140586
0.031031	0.000150126
0.032032	0.000159968
0.033033	0.000170112
0.034034	0.000180557
0.035035	0.000191301
0.036036	0.000202343
0.037037	0.000213683
0.038038	0.000225319
0.039039	0.000237251
0.04004	0.000249477
0.041041	0.000261996
0.042042	0.000274808
0.043043	0.000287912
0.044044	0.000301306
0.045045	0.000314989
0.046046	0.000328961
0.047047	0.00034322
0.048048	0.000357765
0.049049	0.000372596
0.0500501	0.000387711
0.0510511	0.00040311
0.0520521	0.000418791
0.0530531	0.000434753
0.0540541	0.000450996
0.0550551	0.000467519
0.0560561	0.000484319
0.0570571	0.000501397
0.0580581	0.000518752
0.0590591	0.000536381
0.0600601	0.000554286
0.0610611	0.000572463
0.0620621	0.000590913
0.0630631	0.000609634
0.0640641	0.000628626
0.0650651	0.000647887
0.0660661	0.000667416
0.0670671	0.000687213
0.0680681	0.000707276
0.0690691	0.000727605
0.0700701	0.000748197
0.0710711	0.000769054
0.0720721	0.000790172
0.0730731	0.000811552
0.0740741	0.000833192
0.0750751	0.000855091
0.0760761	0.000877249
0.0770771	0.000899664
0.0780781	0.000922336
0.0790791	0.000945263
0.0800801	0.000968444
0.0810811	0.000991878
0.0820821	0.00101556
0.0830831	0.0010395
0.0840841	0.00106369
0.0850851	0.00108813
0.0860861	0.00111281
0.0870871	0.00113775
0.0880881	0.00116293
0.0890891	0.00118835
0.0900901	0.00121402
0.0910911	0.00123993
0.0920921	0.00126609
0.0930931	0.00129248
0.0940941	0.00131912
0.0950951	0.001346
0.0960961	0.00137311
0.0970971	0.00140046
0.0980981	0.00142805
0.0990991	0.00145587
0.1001	0.00148393
0.101101	0.00151222
0.102102	0.00154074
0.103103	0.0015695
0.104104	0.00159848
0.105105	0.00162769
0.106106	0.00165713
0.107107	0.0016868
0.108108	0.0017167
0.109109	0.00174682
0.11011	0.00177716
0.111111	0.00180773
0.112112	0.00183852
0.113113	0.00186953
0.114114	0.00190076
0.115115	0.00193221
0.116116	0.00196388
0.117117	0.00199577
0.118118	0.00202787
0.119119	0.00206019
0.12012	0.00209272
0.121121	0.00212546
0.122122	0.00215842
0.123123	0.00219159
0.124124	0.00222497
0.125125	0.00225856
0.126126	0.00229235
0.127127	0.00232636
0.128128	0.00236057
0.129129	0.00239498
0.13013	0.0024296
0.131131	0.00246442
0.132132	0.00249944
0.133133	0.00253467
0.134134	0.0025701
0.135135	0.00260572
0.136136	0.00264154
0.137137	0.00267756
0.138138	0.00271378
0.139139	0.00275019
0.14014	0.0027868
0.141141	0.0028236
0.142142	0.00286059
0.143143	0.00289777
0.144144	0.00293514
0.145145	0.0029727
0.146146	0.00301045
0.147147	0.00304839
0.148148	0.00308651
0.149149	0.00312482
0.15015	0.00316331
0.151151	0.00320199
0.152152	0.00324084
0.153153	0.00327988
0.154154	0.0033191
0.155155	0.0033585
0.156156	0.00339808
0.157157	0.00343783
0.158158	0.00347776
0.159159	0.00351786
0.16016	0.00355814
0.161161	0.00359859
0.162162	0.00363922
0.163163	0.00368001
0.164164	0.00372098
0.165165	0.00376211
0.166166	0.00380341
0.167167	0.00384488
0.168168	0.00388652
0.169169	0.00392832
0.17017	0.00397028
0.171171	0.00401241
0.172172	0.0040547
0.173173	0.00409715
0.174174	0.00413976
0.175175	0.00418253
0.176176	0.00422546
0.177177	0.00426855
0.178178	0.00431179
0.179179	0.00435519
0.18018	0.00439874
0.181181	0.00444244
0.182182	0.0044863
0.183183	0.0045303
0.184184	0.00457446
0.185185	0.00461877
0.186186	0.00466322
0.187187	0.00470782
0.188188	0.00475257
0.189189	0.00479746
0.19019	0.0048425
0.191191	0.00488768
0.192192	0.004933
0.193193	0.00497846
0.194194	0.00502407
0.195195	0.00506981
0.196196	0.00511569
0.197197	0.00516171
0.198198	0.00520786
0.199199	0.00525415
0.2002	0.00530057
0.201201	0.00534713
0.202202	0.00539381
0.203203	0.00544063
0.204204	0.00548758
0.205205	0.00553466
0.206206	0.00558186
0.207207	0.00562919
0.208208	0.00567665
0.209209	0.00572424
0.21021	0.00577194
0.211211	0.00581978
0.212212	0.00586773
0.213213	0.0059158
0.214214	0.005964
0.215215	0.00601231
0.216216	0.00606074
0.217217	0.00610929
0.218218	0.00615795
0.219219	0.00620673
0.22022	0.00625562
0.221221	0.00630463
0.222222	0.00635375
0.223223	0.00640298
0.224224	0.00645232
0.225225	0.00650176
0.226226	0.00655132
0.227227	0.00660098
0.228228	0.00665075
0.229229	0.00670063
0.23023	0.00675061
0.231231	0.00680069
0.232232	0.00685087
0.233233	0.00690116
0.234234	0.00695154
0.235235	0.00700202
0.236236	0.0070526
0.237237	0.00710328
0.238238	0.00715406
0.239239	0.00720493
0.24024	0.00725589
0.241241	0.00730695
0.242242	0.00735809
0.243243	0.00740933
0.244244	0.00746066
0.245245	0.00751208
0.246246	0.00756359
0.247247	0.00761518
0.248248	0.00766686
0.249249	0.00771863
0.25025	0.00777047
0.251251	0.0078224
0.252252	0.00787442
0.253253	0.00792651
0.254254	0.00797869
0.255255	0.00803094
0.256256	0.00808327
0.257257	0.00813568
0.258258	0.00818816
0.259259	0.00824072
0.26026	0.00829336
0.261261	0.00834606
0.262262	0.00839884
0.263263	0.00845169
0.264264	0.00850461
0.265265	0.0085576
0.266266	0.00861065
0.267267	0.00866378
0.268268	0.00871697
0.269269	0.00877022
0.27027	0.00882354
0.271271	0.00887692
0.272272	0.00893036
0.273273	0.00898387
0.274274	0.00903743
0.275275	0.00909105
0.276276	0.00914473
0.277277	0.00919847
0.278278	0.00925227
0.279279	0.00930611
0.28028	0.00936002
0.281281	0.00941397
0.282282	0.00946798
0.283283	0.00952204
0.284284	0.00957615
0.285285	0.00963031
0.286286	0.00968451
0.287287	0.00973876
0.288288	0.00979306
0.289289	0.00984741
0.29029	0.00990179
0.291291	0.00995622
0.292292	0.0100107
0.293293	0.0100652
0.294294	0.0101198
0.295295	0.0101744
0.296296	0.010229
0.297297	0.0102837
0.298298	0.0103384
0.299299	0.0103931
0.3003	0.0104479
0.301301	0.0105027
0.302302	0.0105575
0.303303	0.0106124
0.304304	0.0106673
0.305305	0.0107222
0.306306	0.0107772
0.307307	0.0108321
0.308308	0.0108871
0.309309	0.0109422
0.31031	0.0109972
0.311311	0.0110523
0.312312	0.0111074
0.313313	0.0111625
0.314314	0.0112177
0.315315	0.0112728
0.316316	0.011328
0.317317	0.0113832
0.318318	0.0114384
0.319319	0.0114937
0.32032	0.0115489
0.321321	0.0116042
0.322322	0.0116594
0.323323	0.0117147
0.324324	0.01177
0.325325	0.0118253
0.326326	0.0118806
0.327327	0.0119359
0.328328	0.0119912
0.329329	0.0120465
0.33033	0.0121019
0.331331	0.0121572
0.332332	0.0122125
0.333333	0.0122678
0.334334	0.0123232
0.335335	0.0123785
0.336336	0.0124338
0.337337	0.0124892
0.338338	0.0125445
0.339339	0.0125998
0.34034	0.0126551
0.341341	0.0127104
0.342342	0.0127657
0.343343	0.012821
0.344344	0.0128763
0.345345	0.0129315
0.346346	0.0129868
0.347347	0.013042
0.348348	0.0130973
0.349349	0.0131525
0.35035	0.0132077
0.351351	0.0132628
0.352352	0.013318
0.353353	0.0133731
0.354354	0.0134283
0.355355	0.0134834
0.356356	0.0135384
0.357357	0.0135935
0.358358	0.0136485
0.359359	0.0137035
0.36036	0.0137585
0.361361	0.0138135
0.362362	0.0138684
0.363363	0.0139233
0.364364	0.0139781
