4.000000e+00	-2.421893e+02	1.000005e+01	6.130486e-01	6.317405e+01
3.900000e+00	-2.516169e+02	9.999944e+00	6.151432e-01	6.962924e+01
3.800000e+00	-2.554807e+02	1.000005e+01	6.243248e-01	7.288885e+01
3.700000e+00	-2.636829e+02	9.999890e+00	6.265055e-01	7.885755e+01
3.600000e+00	-2.701762e+02	1.000001e+01	6.309062e-01	8.252604e+01
3.500000e+00	-2.793111e+02	1.000002e+01	6.342315e-01	9.061764e+01
3.400000e+00	-2.908766e+02	1.000006e+01	6.339512e-01	1.000011e+02
3.300000e+00	-2.987651e+02	9.999954e+00	6.374128e-01	1.079145e+02
3.200000e+00	-3.098688e+02	9.999824e+00	6.362656e-01	1.219559e+02
3.100000e+00	-3.256979e+02	1.000009e+01	6.293464e-01	1.283733e+02
3.000000e+00	-3.363586e+02	1.000009e+01	6.291873e-01	1.386292e+02
2.900000e+00	-3.539223e+02	9.999840e+00	6.192751e-01	1.731441e+02
2.800000e+00	-3.702545e+02	1.000005e+01	6.108592e-01	1.860152e+02
2.700000e+00	-3.878749e+02	1.000001e+01	5.991813e-01	2.054288e+02
2.600000e+00	-4.106414e+02	9.999912e+00	5.795483e-01	2.400455e+02
2.500000e+00	-4.381041e+02	9.999860e+00	5.511365e-01	2.593339e+02
2.400000e+00	-4.704008e+02	1.000028e+01	5.120121e-01	3.339239e+02
2.300000e+00	-5.000143e+02	9.999736e+00	4.765848e-01	4.125261e+02
2.200000e+00	-5.507573e+02	1.000018e+01	4.045713e-01	4.840560e+02
2.100000e+00	-5.876817e+02	9.999844e+00	3.527089e-01	4.244836e+02
2.000000e+00	-6.442452e+02	9.999812e+00	2.637242e-01	3.562256e+02
1.900000e+00	-6.704691e+02	9.999952e+00	2.262402e-01	3.256856e+02
1.800000e+00	-7.059667e+02	9.999952e+00	1.685024e-01	2.519379e+02
1.700000e+00	-7.275431e+02	1.000000e+01	1.314401e-01	2.181075e+02
1.600000e+00	-7.444612e+02	9.999976e+00	1.011951e-01	1.543958e+02
1.500000e+00	-7.595192e+02	9.999986e+00	7.455207e-02	1.203734e+02
1.400000e+00	-7.701887e+02	9.999984e+00	5.373148e-02	8.681688e+01
1.300000e+00	-7.775913e+02	9.999986e+00	3.790465e-02	6.325037e+01
1.200000e+00	-7.830805e+02	9.999986e+00	2.599669e-02	4.872584e+01
1.100000e+00	-7.870944e+02	9.999990e+00	1.578547e-02	3.183128e+01
